Marital status;Application mode;Application order;Course;Daytime/evening attendance	;Previous qualification;Previous qualification (grade);Nacionality;Mother's qualification;Father's qualification;Mother's occupation;Father's occupation;Admission grade;Displaced;Educational special needs;Debtor;Tuition fees up to date;Gender;Scholarship holder;Age at enrollment;International;Curricular units 1st sem (credited);Curricular units 1st sem (enrolled);Curricular units 1st sem (evaluations);Curricular units 1st sem (approved);Curricular units 1st sem (grade);Curricular units 1st sem (without evaluations);Curricular units 2nd sem (credited);Curricular units 2nd sem (enrolled);Curricular units 2nd sem (evaluations);Curricular units 2nd sem (approved);Curricular units 2nd sem (grade);Curricular units 2nd sem (without evaluations);Unemployment rate;Inflation rate;GDP
1;1;1;9085;1;1;123.0;1;19;37;9;9;124.1;1;0;0;1;0;1;20;0;0;5;13;5;14.0;2;0;5;10;3;12.0;1;9.4;-0.8;-3.12
1;43;1;9238;1;1;130.0;1;38;19;9;4;118.4;0;0;1;1;0;0;28;0;15;16;16;13;12.076923076923077;0;13;13;13;11;12.090909090909092;0;16.2;0.3;-0.92
1;15;1;9853;1;1;133.1;41;43;1;153;135;128.2;0;0;0;1;0;0;23;1;11;16;17;16;14.625;0;6;10;12;9;14.88888888888889;0;8.9;1.4;3.51
1;1;1;9853;1;1;114.0;1;19;37;5;5;109.5;1;0;0;1;0;0;19;0;0;7;10;4;10.5;0;0;7;7;2;10.5;0;16.2;0.3;-0.92
1;17;1;9238;1;1;137.0;1;38;19;152;171;131.1;1;0;0;1;0;1;18;0;0;6;8;6;12.833333333333334;0;0;6;6;6;12.166666666666666;0;8.9;1.4;3.51
1;1;3;9773;1;1;161.0;22;37;37;9;9;137.9;0;0;1;0;0;1;20;1;0;6;6;6;12.5;0;0;6;7;5;11.8;0;10.8;1.4;1.74
1;1;1;171;1;1;133.1;1;3;1;2;4;128.2;1;0;0;1;0;0;20;0;5;12;13;12;11.23076923076923;0;3;11;18;9;12.77777777777778;0;11.1;0.6;2.02
2;39;1;9991;0;1;133.1;1;37;37;9;9;126.5;0;0;0;1;0;0;27;0;0;5;5;2;10.5;0;0;5;5;0;0.0;0;7.6;2.6;0.32
1;1;1;9853;1;1;128.0;1;1;1;9;9;120.0;1;0;0;1;0;0;18;0;0;6;11;3;12.0;0;0;6;13;2;12.0;0;12.7;3.7;-1.7
4;39;2;9556;1;19;133.1;1;19;19;4;6;123.0;0;0;0;1;0;1;37;0;0;7;10;7;10.985714285714286;0;0;8;11;8;12.3;0;10.8;1.4;1.74
4;7;1;9500;1;40;130.0;1;19;19;4;6;130.0;0;0;0;0;0;0;42;0;2;7;10;5;12.62;0;3;7;11;3;14.166666666666666;0;12.4;0.5;1.79
1;17;6;9500;1;1;147.0;1;1;38;4;8;141.1;1;0;0;1;0;0;20;0;0;7;9;6;13.0;0;0;8;8;8;14.2125;0;13.9;-0.3;0.79
2;39;1;9119;1;1;140.0;1;34;34;9;9;140.0;0;0;0;0;1;0;34;0;0;5;5;0;0.0;0;0;5;5;0;0.0;0;15.5;2.8;-4.06
1;42;1;9119;1;1;140.0;1;3;3;3;2;133.6;1;0;0;1;1;0;22;0;0;5;0;0;0.0;0;0;5;0;0;0.0;0;10.8;1.4;1.74
2;39;2;9254;1;19;133.1;1;19;19;9;5;123.5;0;0;0;1;1;0;39;0;0;6;6;6;13.5;0;0;6;6;6;13.333333333333334;0;12.4;0.5;1.79
1;1;1;9500;1;1;141.0;1;37;37;9;9;136.3;1;0;0;1;1;1;18;0;0;7;7;6;13.516666666666666;0;0;7;7;6;13.516666666666666;0;7.6;2.6;0.32
1;1;2;9070;1;1;128.0;1;37;37;9;9;123.5;1;0;0;1;1;1;21;0;0;6;6;6;13.166666666666666;0;0;6;8;6;13.285714285714286;0;8.9;1.4;3.51
2;39;1;9085;1;1;150.0;1;37;37;90;10;112.0;0;0;0;1;1;0;34;0;0;6;0;0;0.0;0;0;6;0;0;0.0;0;10.8;1.4;1.74
1;44;1;9003;1;39;160.0;1;37;37;9;9;160.0;0;0;0;1;1;1;22;0;0;6;8;6;13.125;0;0;6;10;6;13.0;0;16.2;0.3;-0.92
1;39;1;9003;1;1;133.1;1;1;37;4;7;110.0;0;0;0;1;1;0;31;0;0;6;15;3;14.4;0;0;6;20;0;0.0;0;16.2;0.3;-0.92
1;18;3;9853;1;1;128.0;1;38;37;5;9;116.8;1;0;0;0;1;0;19;0;0;6;10;4;12.0;0;0;6;12;0;0.0;0;10.8;1.4;1.74
1;17;5;9254;1;1;114.0;1;38;1;5;9;109.5;0;0;0;1;1;0;19;0;0;5;5;0;0.0;0;0;5;10;0;0.0;0;10.8;1.4;1.74
1;39;1;9556;1;19;133.1;1;37;37;9;10;100.0;0;0;0;1;1;0;31;0;0;7;7;0;0.0;0;0;7;7;0;0.0;0;15.5;2.8;-4.06
1;5;1;9147;1;1;126.0;1;19;38;5;6;117.3;1;0;0;1;0;0;19;0;0;5;15;3;10.8;0;0;5;6;3;10.5;0;13.9;-0.3;0.79
2;39;2;9670;1;1;133.1;41;37;19;9;9;130.0;0;0;0;1;0;0;30;1;0;6;0;0;0.0;0;0;6;0;0;0.0;0;9.4;-0.8;-3.12
1;51;1;9500;1;1;129.0;1;37;38;3;3;137.8;1;0;0;1;0;1;20;0;2;7;7;7;16.13142857142857;0;0;8;9;8;15.52222222222222;0;11.1;0.6;2.02
1;17;1;9500;1;1;140.0;1;19;38;7;7;136.5;1;0;0;1;0;1;18;0;0;7;7;7;14.838571428571427;0;0;8;9;8;14.8;0;12.4;0.5;1.79
4;39;1;9991;0;1;133.1;1;37;37;5;5;138.7;0;0;0;1;0;0;31;0;0;5;7;3;10.333333333333334;0;0;5;6;3;12.0;0;10.8;1.4;1.74
1;17;1;9254;1;1;134.0;1;19;1;9;4;124.9;1;0;0;1;0;0;19;0;0;6;11;3;12.0;0;0;6;11;4;11.25;0;7.6;2.6;0.32
4;39;1;8014;0;1;133.1;1;37;37;9;7;140.0;0;0;0;1;0;1;43;0;0;6;6;0;0.0;0;0;5;5;0;0.0;0;8.9;1.4;3.51
1;17;2;9254;1;1;132.0;1;38;38;9;8;122.6;1;0;0;1;0;1;20;0;0;6;6;6;13.166666666666666;0;0;6;6;6;14.0;0;13.9;-0.3;0.79
1;1;2;9500;1;1;131.0;1;1;1;5;9;129.5;1;0;0;1;0;1;19;0;0;8;8;8;13.9475;0;0;8;8;8;13.9475;0;9.4;-0.8;-3.12
1;1;1;9670;1;1;133.1;1;3;1;1;7;155.0;0;0;0;1;0;0;22;0;0;5;6;3;11.333333333333334;0;0;5;5;0;0.0;0;9.4;-0.8;-3.12
1;1;1;8014;0;1;133.1;1;3;1;1;7;100.0;0;0;0;1;0;0;26;0;2;8;11;7;12.75;0;2;7;7;7;12.285714285714286;0;16.2;0.3;-0.92
1;18;1;9147;1;1;160.0;1;19;19;5;8;137.6;1;0;0;1;0;1;19;0;0;5;6;5;12.6;0;0;5;8;5;11.25;0;10.8;1.4;1.74
1;7;1;9500;1;3;120.0;1;19;3;4;2;120.0;1;0;0;1;0;0;29;0;0;8;8;6;12.25;1;0;8;8;6;12.25;1;12.7;3.7;-1.7
1;15;1;9556;1;1;114.0;26;3;19;122;144;114.0;0;0;0;1;0;0;20;1;0;7;14;0;0.0;6;0;7;12;2;11.666666666666666;0;8.9;1.4;3.51
4;1;1;9991;0;1;140.0;1;37;37;9;7;139.0;0;0;0;1;0;1;38;0;0;5;8;5;11.0;0;0;5;7;5;11.4;0;9.4;-0.8;-3.12
1;39;1;9003;1;1;100.0;1;37;37;9;5;110.0;0;0;0;1;0;0;41;0;8;12;17;12;11.833333333333334;0;3;12;22;9;12.7;0;15.5;2.8;-4.06
1;1;6;9500;1;1;139.0;1;19;38;4;9;128.5;1;0;0;1;0;0;19;0;0;8;10;6;13.066666666666668;0;0;8;10;6;13.066666666666668;0;12.7;3.7;-1.7
1;1;1;9070;1;1;136.0;1;1;38;4;5;132.2;0;0;1;1;0;0;19;0;0;6;6;6;13.833333333333334;0;0;6;8;6;13.875;0;10.8;1.4;1.74
4;7;1;9500;1;3;130.0;1;3;19;2;3;130.0;0;0;0;1;0;0;43;0;0;7;7;3;13.833333333333334;1;0;7;7;0;0.0;0;16.2;0.3;-0.92
1;17;1;9130;1;1;145.0;1;38;37;9;7;129.3;1;0;0;1;0;0;19;0;0;5;5;5;11.8;0;0;5;5;5;13.2;0;10.8;1.4;1.74
1;1;1;171;1;1;133.1;1;19;38;9;8;128.2;1;0;0;1;1;1;19;0;6;12;12;12;13.333333333333334;0;4;11;15;10;12.818181818181818;0;8.9;1.4;3.51
1;1;6;9500;1;1;146.0;1;2;19;3;9;130.3;1;0;0;1;1;0;18;0;0;8;8;8;13.74625;0;0;8;8;8;13.74625;0;9.4;-0.8;-3.12
1;1;1;171;1;1;159.0;1;3;3;2;2;162.5;1;0;0;1;1;0;19;0;0;0;0;0;0.0;0;0;0;0;0;0.0;0;16.2;0.3;-0.92
2;39;1;8014;0;19;133.1;1;34;34;0;0;130.0;0;0;0;1;1;0;38;0;0;6;0;0;0.0;0;0;6;0;0;0.0;0;9.4;-0.8;-3.12
2;7;1;9130;1;2;110.0;1;19;19;4;8;110.0;1;0;0;1;1;0;37;0;0;6;9;0;0.0;0;0;6;6;0;0.0;0;16.2;0.3;-0.92
1;39;1;9670;1;1;120.0;1;1;19;4;10;142.3;1;0;0;1;0;1;26;0;0;6;6;6;13.333333333333334;0;0;6;10;5;14.5;0;10.8;1.4;1.74
1;17;1;9238;1;1;130.0;1;37;37;9;9;122.0;1;0;0;1;0;1;21;0;0;6;8;1;10.0;0;0;6;13;5;11.4;0;12.7;3.7;-1.7
1;1;3;9085;1;1;158.0;1;1;19;9;9;153.6;1;0;0;1;0;1;18;0;0;6;7;6;15.666666666666666;0;0;6;8;6;15.285714285714286;0;8.9;1.4;3.51
1;1;1;9853;1;1;122.0;1;3;19;2;3;112.9;0;0;0;1;0;0;18;0;0;7;9;7;11.857142857142858;0;0;7;7;7;11.857142857142858;0;16.2;0.3;-0.92
1;1;1;9085;1;1;140.0;1;3;1;2;4;124.1;0;0;0;1;0;0;18;0;0;5;12;5;14.5;2;0;5;5;5;13.6;0;9.4;-0.8;-3.12
1;17;1;9238;1;1;136.0;1;38;1;9;4;129.7;0;0;0;1;0;0;19;0;0;6;6;6;12.166666666666666;0;0;6;7;6;13.714285714285714;0;15.5;2.8;-4.06
1;1;1;9773;1;1;111.0;1;19;19;9;9;110.0;1;0;0;1;0;0;18;0;0;6;6;5;12.6;0;0;6;8;6;12.0;0;11.1;0.6;2.02
1;17;2;9500;1;1;145.0;1;2;38;3;8;136.3;1;0;0;1;0;0;18;0;0;8;12;7;12.285714285714286;0;0;8;12;7;12.285714285714286;0;12.7;3.7;-1.7
1;17;1;9238;1;1;133.1;1;38;38;191;193;146.0;0;0;1;1;0;1;19;0;0;6;6;6;12.666666666666666;0;0;6;7;6;13.0;0;8.9;1.4;3.51
1;1;1;9500;1;1;140.0;1;19;38;7;8;129.9;0;0;0;1;0;0;19;0;0;7;0;0;0.0;0;0;8;0;0;0.0;0;16.2;0.3;-0.92
1;1;1;9254;1;1;140.0;1;19;1;9;8;140.9;1;0;0;1;0;1;18;0;0;6;7;6;12.857142857142858;0;0;6;10;4;13.0;0;12.7;3.7;-1.7
2;1;1;9500;1;1;156.0;1;1;1;9;10;135.5;0;0;0;1;0;0;18;0;0;8;8;7;13.9;0;0;8;8;7;13.9;0;12.7;3.7;-1.7
1;1;1;9500;1;1;132.0;1;38;37;9;7;122.0;1;0;0;1;0;1;20;0;0;8;8;7;13.817142857142857;0;0;8;8;7;13.817142857142857;0;10.8;1.4;1.74
1;53;1;9556;1;42;140.0;1;1;19;4;5;140.0;0;0;0;1;0;1;22;0;1;7;10;6;13.314285714285717;0;2;8;10;7;12.875;0;8.9;1.4;3.51
1;1;1;9130;1;1;164.0;1;34;1;0;0;163.0;0;0;0;1;0;0;18;0;0;6;0;0;0.0;0;0;6;0;0;0.0;0;7.6;2.6;0.32
1;17;4;9254;1;1;113.0;1;38;19;7;7;107.4;1;0;0;1;0;1;19;0;0;6;6;6;12.166666666666666;0;0;6;6;6;12.166666666666666;0;12.4;0.5;1.79
1;1;1;9254;1;1;122.0;1;37;37;9;9;114.3;1;0;0;0;0;1;20;0;0;6;12;4;11.25;0;0;6;12;3;11.333333333333334;0;7.6;2.6;0.32
1;43;1;9070;1;1;150.0;1;2;3;3;2;140.8;0;0;0;1;0;0;19;0;1;6;6;5;12.4;0;0;6;8;6;12.75;0;10.8;1.4;1.74
1;1;2;9773;1;1;135.0;1;37;37;5;5;126.3;1;1;0;1;0;1;20;0;0;6;6;6;14.666666666666666;0;0;6;7;6;14.571428571428571;0;8.9;1.4;3.51
1;39;1;9085;1;1;133.1;1;3;19;2;9;110.0;0;0;0;1;0;0;28;0;0;6;15;4;12.0;0;0;6;14;4;12.0;0;11.1;0.6;2.02
1;1;2;9085;1;1;122.0;1;1;1;193;101;126.2;0;0;0;1;0;0;19;0;0;6;8;6;14.0;0;0;6;18;3;12.666666666666666;0;12.4;0.5;1.79
1;42;1;9003;1;39;140.0;1;19;1;5;5;140.0;0;0;0;1;0;0;22;0;0;6;10;6;12.571428571428571;0;0;6;12;4;13.666666666666666;0;15.5;2.8;-4.06
1;1;1;9085;1;1;138.0;1;1;3;9;1;123.0;1;0;0;1;0;0;19;0;1;6;14;6;15.538461538461538;0;0;6;9;6;12.625;0;15.5;2.8;-4.06
1;1;3;9773;1;1;130.0;1;19;19;5;5;157.0;1;0;0;0;0;0;18;0;0;6;0;0;0.0;0;0;6;0;0;0.0;0;13.9;-0.3;0.79
1;5;1;9130;1;1;157.0;1;5;43;2;2;149.7;1;0;0;1;0;0;18;0;0;6;6;6;15.0;0;0;6;6;6;14.833333333333334;0;8.9;1.4;3.51
1;43;1;9130;1;1;140.0;1;2;1;2;3;140.0;1;0;0;1;0;0;22;0;0;5;11;4;12.25;0;0;5;9;5;13.285714285714286;0;12.7;3.7;-1.7
1;53;1;9085;1;42;170.0;1;1;19;4;7;170.0;0;0;0;1;0;0;20;0;7;11;13;11;15.692307692307692;0;4;9;9;9;15.555555555555555;0;8.9;1.4;3.51
1;39;1;9991;0;1;150.0;1;1;37;9;7;130.2;0;0;0;1;0;1;24;0;0;5;7;5;12.285714285714286;0;0;5;9;5;12.75;1;16.2;0.3;-0.92
1;17;1;171;1;1;146.0;1;1;38;9;9;135.5;1;0;1;1;0;0;22;0;12;17;19;12;11.833333333333334;0;10;17;22;11;11.25;0;11.1;0.6;2.02
1;43;1;8014;0;1;120.0;1;38;19;5;4;118.3;0;0;0;1;0;0;20;0;2;6;6;6;12.166666666666666;0;0;6;7;5;14.0;0;12.7;3.7;-1.7
1;1;1;9556;1;1;118.0;1;19;38;9;9;116.3;1;0;0;1;0;1;20;0;0;7;10;7;11.88888888888889;0;0;8;10;8;11.95625;0;12.7;3.7;-1.7
2;7;1;8014;0;3;120.0;1;38;1;9;9;120.0;0;0;0;0;0;0;35;0;0;6;0;0;0.0;0;0;6;0;0;0.0;0;10.8;1.4;1.74
1;1;1;9670;1;1;154.0;1;1;1;5;7;154.7;0;0;0;1;0;1;18;0;0;5;6;5;11.8;0;0;5;5;5;12.6;0;9.4;-0.8;-3.12
1;17;2;9238;1;1;139.0;1;2;3;3;3;132.7;1;0;0;1;0;0;19;0;0;6;7;6;11.166666666666666;0;0;6;9;6;11.666666666666666;0;9.4;-0.8;-3.12
1;18;1;9500;1;1;136.0;1;3;3;3;3;130.8;0;0;0;1;0;0;18;0;0;7;7;7;14.05714285714286;0;0;8;9;8;14.6;0;16.2;0.3;-0.92
1;1;2;9254;1;1;130.0;1;1;38;4;9;122.7;1;0;0;1;0;0;18;0;0;6;10;4;11.75;0;0;6;13;4;10.0;0;7.6;2.6;0.32
2;39;1;9238;1;19;133.1;1;1;2;4;6;130.0;0;0;0;1;0;0;31;0;0;6;6;6;13.166666666666666;0;0;6;8;6;13.0;0;9.4;-0.8;-3.12
1;17;1;9238;1;1;133.0;1;19;19;5;7;123.6;0;0;0;1;0;1;19;0;0;6;7;6;13.5;0;0;6;7;6;14.0;0;15.5;2.8;-4.06
1;18;1;9500;1;1;143.0;1;38;37;4;9;116.5;1;0;0;1;0;1;20;0;0;7;10;7;12.625;0;0;8;8;8;13.0625;0;15.5;2.8;-4.06
1;17;3;9085;1;1;117.0;1;19;38;5;7;111.1;0;0;0;1;0;0;21;0;0;6;0;0;0.0;0;0;6;0;0;0.0;0;15.5;2.8;-4.06
1;1;3;9500;1;1;145.0;1;19;38;9;7;136.3;1;0;0;1;0;1;18;0;0;8;8;7;13.971428571428572;0;0;8;8;7;13.971428571428572;0;12.7;3.7;-1.7
1;1;5;9070;1;1;134.0;1;34;1;5;7;129.8;1;0;0;1;0;0;18;0;0;6;7;2;11.0;0;0;6;0;0;0.0;0;9.4;-0.8;-3.12
2;39;1;9991;0;1;170.0;1;38;19;4;8;134.7;0;0;0;1;0;0;33;0;0;5;5;5;12.8;0;0;5;6;5;15.333333333333334;0;10.8;1.4;1.74
1;1;2;9670;1;1;143.0;1;37;37;9;7;131.8;1;0;0;1;0;1;18;0;0;6;8;6;13.571428571428571;0;0;6;6;5;12.8;0;12.4;0.5;1.79
1;1;1;171;1;1;140.0;1;37;37;7;9;126.8;1;0;0;0;0;1;18;0;0;0;0;0;0.0;0;0;0;0;0;0.0;0;12.7;3.7;-1.7
1;1;1;9085;1;1;131.0;1;37;37;9;6;130.7;0;0;1;1;0;0;21;0;0;5;9;2;11.5;0;0;5;13;4;11.0;1;10.8;1.4;1.74
1;17;3;9254;1;1;115.0;1;37;19;5;5;109.8;1;0;0;1;0;0;19;0;0;6;8;4;11.25;0;0;6;8;4;12.0;0;10.8;1.4;1.74
1;7;1;9991;0;3;130.0;1;3;19;2;3;133.9;0;0;0;1;0;0;28;0;0;5;7;5;13.714285714285714;0;0;5;7;5;13.142857142857142;0;16.2;0.3;-0.92
2;39;1;9147;1;1;130.0;1;1;19;9;9;109.9;0;0;0;0;0;0;29;0;0;4;4;0;0.0;0;0;5;0;0;0.0;0;12.7;3.7;-1.7
1;44;1;9130;1;39;160.0;1;1;37;3;3;160.0;1;0;1;0;0;0;36;0;2;6;9;6;12.0;0;1;6;8;3;14.666666666666666;0;12.4;0.5;1.79
1;39;1;8014;0;19;133.1;1;37;37;9;7;106.5;0;0;0;1;0;1;32;0;0;6;7;6;12.666666666666666;0;0;6;7;6;13.333333333333334;0;12.7;3.7;-1.7
1;39;1;9500;1;1;130.0;1;38;37;5;7;120.0;1;0;0;1;0;1;25;0;0;8;11;7;13.29;3;0;8;11;7;13.29;3;9.4;-0.8;-3.12
2;43;1;9991;0;1;140.0;1;37;37;3;10;107.8;0;0;0;1;0;0;33;0;8;10;15;8;10.375;0;7;10;13;9;10.444444444444445;0;7.6;2.6;0.32
2;43;1;8014;0;14;133.1;1;34;34;0;0;100.0;0;0;0;0;0;0;34;0;3;7;13;3;12.0;0;2;7;15;1;13.0;1;9.4;-0.8;-3.12
2;39;1;8014;0;1;150.0;1;34;34;0;0;112.5;0;0;0;1;0;0;33;0;0;6;10;5;11.4;0;1;6;7;6;11.166666666666666;0;7.6;2.6;0.32
1;43;1;9991;0;1;140.0;1;37;38;9;8;135.5;0;0;1;0;0;0;29;0;0;5;15;2;13.25;0;0;5;12;3;12.6;3;16.2;0.3;-0.92
1;1;1;9500;1;1;145.0;1;1;1;4;10;145.0;0;0;0;1;0;0;18;0;0;7;7;6;13.861666666666666;0;0;8;16;0;0.0;1;12.4;0.5;1.79
1;1;1;9773;1;1;126.0;1;37;38;7;7;119.0;0;0;0;1;0;1;18;0;0;6;6;6;12.166666666666666;0;0;6;7;6;12.142857142857142;0;15.5;2.8;-4.06
2;7;1;9238;1;3;130.0;1;37;19;4;5;130.0;0;0;0;1;0;0;38;0;0;6;17;4;13.75;0;0;6;15;6;14.5;0;16.2;0.3;-0.92
1;1;4;9500;1;1;135.0;1;38;37;9;8;126.3;1;0;0;1;0;1;19;0;0;7;7;6;15.433333333333332;0;0;7;7;6;15.433333333333332;0;7.6;2.6;0.32
4;39;1;8014;0;19;133.1;1;37;37;9;9;113.5;0;0;0;1;0;1;39;0;0;6;6;6;13.833333333333334;0;0;6;6;6;15.5;0;11.1;0.6;2.02
1;43;1;9991;0;3;120.0;1;37;37;9;9;120.0;0;0;0;1;0;0;37;0;7;14;21;12;11.833333333333334;0;11;12;15;11;11.363636363636363;0;12.7;3.7;-1.7
1;17;2;9556;1;1;120.0;1;37;37;5;5;111.3;1;0;0;1;0;0;32;0;0;7;7;0;0.0;0;0;8;8;0;0.0;0;16.2;0.3;-0.92
1;18;1;9238;1;1;147.0;1;38;34;4;0;130.2;0;0;0;1;0;0;18;0;0;1;1;0;0.0;1;0;6;0;0;0.0;0;10.8;1.4;1.74
1;43;1;9556;1;1;149.0;1;1;1;4;8;140.2;1;1;0;1;0;0;20;0;1;7;9;7;12.333333333333334;0;0;8;8;8;12.625;0;12.7;3.7;-1.7
1;1;5;9070;1;1;124.0;1;37;37;9;9;113.9;1;0;0;1;0;0;20;0;0;6;6;6;11.166666666666666;0;0;6;6;6;12.166666666666666;0;7.6;2.6;0.32
1;17;1;9085;1;1;133.1;1;37;37;9;9;99.0;1;0;0;1;0;1;23;0;0;6;6;6;14.666666666666666;0;0;6;8;6;12.428571428571429;0;8.9;1.4;3.51
1;1;2;9147;1;1;125.0;1;1;19;4;9;124.0;1;0;0;1;0;0;19;0;0;5;5;5;11.2;0;0;5;11;4;11.75;0;10.8;1.4;1.74
1;1;1;9238;1;1;141.0;1;37;38;9;10;138.9;0;0;0;1;0;0;18;0;0;6;9;6;13.714285714285714;0;0;6;6;6;14.166666666666666;0;13.9;-0.3;0.79
1;1;1;9147;1;1;131.0;1;38;19;9;9;130.0;1;0;0;1;1;0;19;0;0;5;5;5;12.8;0;0;5;10;5;11.444444444444445;0;10.8;1.4;1.74
1;17;4;9773;1;1;118.0;1;1;38;5;7;120.8;1;0;0;1;0;0;20;0;0;6;9;4;13.25;0;0;6;11;5;11.8;0;12.4;0.5;1.79
1;1;6;9500;1;1;129.0;1;37;19;9;7;127.8;1;0;0;1;0;0;19;0;0;8;10;6;13.78;1;0;8;10;6;13.78;1;9.4;-0.8;-3.12
1;17;3;9500;1;1;136.0;1;37;38;4;5;126.0;1;0;0;1;0;0;19;0;0;8;8;7;15.11;0;0;8;8;7;15.11;0;10.8;1.4;1.74
1;1;2;9238;1;1;134.0;1;1;19;4;5;126.0;0;0;0;1;0;0;18;0;0;6;10;4;11.0;0;0;6;8;5;11.2;0;10.8;1.4;1.74
1;1;1;9500;1;1;153.0;1;38;19;9;5;138.5;1;0;0;1;0;1;20;0;0;8;8;7;15.798571428571426;0;0;8;8;7;15.798571428571426;0;10.8;1.4;1.74
1;1;3;9500;1;1;119.0;1;19;37;9;9;119.4;1;0;0;1;0;0;20;0;0;7;7;7;13.775714285714288;0;0;8;8;8;15.599999999999998;0;12.4;0.5;1.79
4;39;1;9500;1;1;140.0;1;38;37;7;7;101.5;1;0;0;1;0;0;24;0;0;8;11;7;12.16;0;0;8;11;7;12.16;0;10.8;1.4;1.74
4;39;2;9556;1;1;133.1;1;38;37;7;7;101.5;1;0;0;1;0;0;24;0;0;7;0;0;0.0;0;0;7;0;0;0.0;0;10.8;1.4;1.74
1;17;2;9773;1;1;130.0;1;2;1;2;7;126.2;1;0;0;1;0;0;20;0;0;6;6;6;14.333333333333334;0;0;6;6;6;15.5;0;12.4;0.5;1.79
1;1;3;9070;1;1;128.0;1;19;19;3;3;129.8;1;0;0;1;0;0;20;0;0;6;6;6;11.833333333333334;0;0;6;6;3;13.333333333333334;0;9.4;-0.8;-3.12
1;1;1;9085;1;1;145.0;1;38;37;3;9;138.4;1;0;0;0;0;0;18;0;0;6;7;6;14.833333333333334;0;0;6;8;6;12.5;0;8.9;1.4;3.51
1;1;1;9500;1;1;146.0;1;1;37;9;9;129.3;0;0;0;1;0;0;18;0;0;8;8;7;14.2;0;0;8;8;7;14.2;0;12.7;3.7;-1.7
1;1;1;9085;1;1;119.0;1;2;1;4;3;113.1;1;0;0;1;0;0;21;0;0;5;6;5;12.2;0;0;5;5;5;13.2;0;10.8;1.4;1.74
1;17;1;9853;1;1;160.0;1;1;38;4;10;144.3;1;0;0;1;0;0;18;0;0;6;10;4;13.0;0;0;6;9;5;13.666666666666666;0;9.4;-0.8;-3.12
1;17;5;9500;1;1;144.0;1;19;1;5;3;141.0;1;0;0;1;0;1;19;0;0;8;8;7;12.485714285714286;0;0;8;8;7;12.485714285714286;0;12.7;3.7;-1.7
1;7;1;9085;1;40;130.0;1;1;1;4;4;130.0;1;0;0;1;0;0;22;0;0;6;7;6;17.0;0;0;6;7;6;16.285714285714285;0;11.1;0.6;2.02
1;17;3;9238;1;1;122.0;1;19;19;7;7;117.5;1;0;0;1;0;0;19;0;0;6;7;5;10.8;0;0;6;9;6;10.166666666666666;0;8.9;1.4;3.51
1;1;3;9500;1;1;153.0;6;37;37;9;9;131.8;1;0;0;1;0;0;18;1;0;7;7;6;14.716666666666669;0;0;7;7;6;14.716666666666669;0;7.6;2.6;0.32
1;1;1;9085;1;1;147.0;1;37;19;9;5;133.7;1;0;0;1;0;1;19;0;0;5;10;2;13.5;0;0;5;11;5;11.4;1;10.8;1.4;1.74
1;43;1;9500;1;1;121.0;1;38;19;5;5;115.4;1;0;0;1;0;1;24;0;0;8;8;7;11.971428571428572;0;0;8;8;7;11.971428571428572;0;12.7;3.7;-1.7
1;1;3;9085;1;1;134.0;1;38;19;9;5;129.1;0;0;0;1;0;0;19;0;0;5;7;3;12.0;0;0;5;7;4;13.5;0;7.6;2.6;0.32
1;1;1;8014;0;1;133.0;1;38;38;5;2;135.5;0;0;0;1;0;0;34;0;0;6;7;6;12.333333333333334;0;0;6;6;6;11.666666666666666;0;10.8;1.4;1.74
1;17;5;9085;1;1;118.0;1;38;38;9;9;112.4;1;0;0;1;0;0;19;0;0;12;22;6;15.307692307692308;0;0;10;13;6;13.875;0;15.5;2.8;-4.06
1;1;1;9500;1;1;137.0;1;37;37;7;9;130.8;1;0;0;1;0;1;18;0;0;7;7;6;12.666666666666666;0;0;7;7;6;12.666666666666666;0;7.6;2.6;0.32
1;1;5;9500;1;1;143.0;1;37;37;9;5;131.6;1;0;0;1;0;1;19;0;0;7;10;7;14.368;0;0;8;8;8;14.44875;0;15.5;2.8;-4.06
1;39;1;9500;1;1;123.0;1;19;1;1;1;140.8;0;0;0;1;0;0;25;0;0;8;8;7;12.084285714285716;0;0;8;8;7;12.084285714285716;0;10.8;1.4;1.74
1;44;1;9085;1;39;140.0;1;3;38;2;9;140.0;1;0;0;1;0;0;21;0;7;12;18;8;12.25;0;4;12;27;8;12.2;0;12.4;0.5;1.79
1;1;1;9254;1;1;118.0;1;37;37;7;7;114.2;0;0;0;1;0;0;18;0;0;6;10;5;12.2;0;0;6;10;5;11.6;0;16.2;0.3;-0.92
1;1;1;9238;1;1;142.0;1;34;38;4;7;127.3;0;0;0;1;0;1;18;0;0;6;12;4;11.0;0;0;6;9;6;11.5;0;9.4;-0.8;-3.12
1;1;1;8014;0;1;115.0;1;38;38;9;7;115.0;1;0;0;1;0;0;28;0;0;6;8;5;12.8;0;0;6;8;5;11.0;0;9.4;-0.8;-3.12
5;43;1;9500;1;1;131.0;1;1;38;5;5;118.8;0;0;0;1;0;1;18;0;0;8;8;7;11.857142857142858;0;0;8;8;7;11.857142857142858;0;12.7;3.7;-1.7
2;39;1;9254;1;1;130.0;1;37;37;9;9;125.0;0;0;0;1;0;0;41;0;0;6;8;6;12.285714285714286;0;0;6;10;5;13.0;0;8.9;1.4;3.51
